TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,BonusPoints,PaymentType
159,5/4/2025,1070,2018,402,2.0,0,0,AMEX
160,5/4/2025,1044,2014,401,1.0,886.68,100,MASTERCARD
161,5/4/2025,1003,2045,402,2.0,499.42,110,VISA
162,5/4/2025,1004,2022,403,0.0,671.18,450,AMEX
163,5/4/2025,1032,2094,404,0.0,493.35,420,Discover
164,5/4/2025,1190,2008,404,3.0,266.36,320,MASTERCARD
165,5/4/2025,1199,2046,401,3.0,167.15,470,VISA
166,5/4/2025,1128,2028,401,2.0,2041.41,380,AMEX
167,5/4/2025,1117,2082,401,0.0,799.8,120,AMEX
168,5/4/2025,1122,2051,404,0.0,234.64,650,VISA
169,5/4/2025,1125,2091,404,0.0,1811.58,130,Discover
170,5/4/2025,1020,2041,402,0.0,0,0,Discover
171,5/4/2025,1032,2035,403,3.0,4499.95,410,Discover
172,5/4/2025,1152,2067,403,3.0,872.85,450,MASTERCARD
173,5/4/2025,1129,2077,404,0.0,2809.15,435,MASTERCARD
174,5/4/2025,1179,2014,402,3.0,738.9,165,MASTERCARD
175,5/4/2025,1115,2029,404,2.0,0,275,Discover
176,5/4/2025,1116,2051,404,0.0,351.96,200,VISA
177,5/4/2025,1080,2054,403,2.0,3602.04,390,VISA
178,5/4/2025,1095,2019,404,0.0,933.93,310,AMEX
179,5/4/2025,1023,2010,401,3.0,0,0,MASTERCARD
180,5/4/2025,1024,2095,403,1.0,3533.69,100,Discover
181,5/4/2025,1142,2007,403,0.0,583.39,110,MASTERCARD
182,5/4/2025,1105,2045,404,0.0,624.28,450,VISA
183,5/4/2025,1073,2076,403,2.0,1934.57,420,MASTERCARD
184,5/4/2025,1026,2073,402,1.0,1797.95,320,MASTERCARD
185,5/4/2025,1168,2061,402,0.0,599.76,120,MASTERCARD
186,5/4/2025,1089,2071,403,0.0,0,650,MASTERCARD
187,5/4/2025,1195,2035,402,3.0,0,130,Discover
188,5/4/2025,1143,2098,401,2.0,2178.86,0,Discover
189,5/4/2025,1007,2023,403,2.0,751.63,410,AMEX
190,5/4/2025,1086,2044,401,1.0,373.64,450,Discover
191,5/4/2025,1036,2072,404,0.0,1260.9,435,MASTERCARD
192,5/4/2025,1036,2094,401,0.0,2466.75,165,Discover
193,5/4/2025,1191,2067,402,3.0,872.85,275,MASTERCARD
194,5/4/2025,1107,2058,403,1.0,1800.22,200,MASTERCARD
195,5/4/2025,1094,2039,403,0.0,1952.88,390,Discover
196,5/4/2025,1013,2019,402,0.0,0,310,AMEX
197,5/4/2025,1172,2010,403,3.0,0,0,MASTERCARD
198,5/4/2025,1169,2054,404,3.0,900.51,100,VISA
199,5/4/2025,1106,2034,402,0.0,136.17,110,Discover
200,5/4/2025,1088,2055,401,2.0,129.46,450,MASTERCARD
201,5/4/2025,1173,2086,404,2.0,715.28,420,AMEX
202,5/4/2025,1011,2028,404,0.0,0,320,AMEX
203,5/4/2025,1001,2026,403,1.0,190.4,470,AMEX
204,5/4/2025,1196,2017,403,2.0,370.96,380,MASTERCARD
205,5/4/2025,1083,2015,401,3.0,0,120,MASTERCARD
206,5/4/2025,1191,2055,402,1.0,48.55,650,MASTERCARD
207,5/4/2025,1097,2068,402,2.0,1312.38,130,MASTERCARD
208,5/4/2025,1018,2050,401,3.0,0,0,VISA
209,5/4/2025,1004,2058,401,2.0,1066.8,410,MASTERCARD
210,5/4/2025,1147,2054,404,3.0,2701.53,450,VISA
211,5/4/2025,1074,2014,404,0.0,738.9,435,MASTERCARD
212,5/4/2025,1083,2021,404,2.0,668.33,165,AMEX
213,5/4/2025,1022,2055,401,1.0,97.09,275,MASTERCARD
214,5/4/2025,1111,2075,404,0.0,1561.28,200,MASTERCARD
215,5/4/2025,1101,2039,403,1.0,2636.39,390,Discover
216,5/4/2025,1085,2099,402,0.0,646.32,310,Discover
217,5/4/2025,1130,2081,401,1.0,1343.2,0,AMEX
218,5/4/2025,1198,2044,403,1.0,186.82,120,Discover
219,5/4/2025,1060,2013,402,2.0,0,650,MASTERCARD
220,5/4/2025,1050,2022,402,0.0,671.18,130,AMEX
221,5/4/2025,1045,2098,404,3.0,907.86,0,Discover
222,5/4/2025,1193,2072,404,2.0,1681.2,410,MASTERCARD
223,5/4/2025,1160,2040,402,3.0,138.16,450,Discover
224,5/4/2025,1017,2060,404,2.0,0,435,MASTERCARD
225,5/4/2025,1070,2075,401,2.0,624.51,165,MASTERCARD
226,5/4/2025,1129,2009,403,3.0,198.93,275,MASTERCARD
227,5/4/2025,1115,2004,401,2.0,2225.4,200,VISA
228,5/4/2025,1073,2009,401,3.0,66.31,390,MASTERCARD
229,5/4/2025,1118,2074,401,3.0,659.5,310,MASTERCARD
230,5/4/2025,1146,2083,402,2.0,614.53,0,AMEX
231,5/4/2025,1154,2060,402,0.0,408.38,100,MASTERCARD
232,5/4/2025,1115,2013,403,0.0,2806.08,110,MASTERCARD
233,5/4/2025,1129,2082,402,0.0,1066.4,450,AMEX
234,5/4/2025,1063,2090,404,3.0,71.64,420,Discover
235,5/4/2025,1134,2066,402,2.0,1238.54,320,MASTERCARD
236,5/4/2025,1095,2036,404,3.0,653.94,470,Discover
237,5/4/2025,1198,2043,401,2.0,1397.52,380,Discover
238,5/4/2025,1016,2042,401,3.0,0,120,Discover
239,5/4/2025,1072,2032,402,2.0,1512.96,650,Discover
240,5/4/2025,1020,2074,402,2.0,527.6,130,MASTERCARD
241,5/4/2025,1079,2083,404,1.0,691.34,0,AMEX
242,5/4/2025,1152,2090,401,2.0,57.31,410,Discover
243,5/4/2025,1143,2048,403,1.0,0,450,VISA
244,5/4/2025,1171,2089,401,3.0,1654.08,435,Discover
245,5/4/2025,1130,2046,401,2.0,106.98,165,VISA
246,5/4/2025,1079,2023,402,2.0,3006.53,275,AMEX
247,5/4/2025,1196,2062,402,1.0,1114.85,200,MASTERCARD
248,5/4/2025,1035,2019,401,2.0,0,390,AMEX
249,5/4/2025,1025,2064,401,2.0,705.7,310,MASTERCARD
250,5/4/2025,1196,2079,402,3.0,2851.62,0,MASTERCARD
251,5/4/2025,1039,2020,402,1.0,338.25,120,AMEX
252,5/4/2025,1184,2056,401,3.0,1574.16,650,MASTERCARD
253,5/4/2025,1093,2086,402,3.0,3576.4,130,AMEX
254,5/4/2025,1156,2036,404,1.0,392.36,0,Discover
255,5/4/2025,1136,2030,403,3.0,509.91,410,Discover
256,5/4/2025,1049,2047,404,3.0,1674.9,450,VISA
257,5/4/2025,1196,2036,404,3.0,0,435,Discover
258,5/4/2025,1041,2025,402,2.0,671.09,165,AMEX
259,5/4/2025,1013,2082,404,2.0,1066.4,275,AMEX
260,5/4/2025,1141,2013,401,2.0,748.29,200,MASTERCARD
261,5/4/2025,1021,2097,402,2.0,673.68,390,Discover
262,5/4/2025,1115,2065,402,3.0,1881.36,310,MASTERCARD
263,5/4/2025,1023,2028,404,2.0,510.35,0,AMEX
264,5/4/2025,1006,2053,401,3.0,610.15,100,VISA
265,5/4/2025,1128,2047,402,3.0,1004.94,110,VISA
266,5/4/2025,1020,2047,402,0.0,669.96,450,VISA
267,5/4/2025,1081,2012,403,1.0,1682.61,420,MASTERCARD
268,5/4/2025,1035,2004,403,3.0,927.25,320,VISA
269,5/4/2025,1178,2017,404,3.0,1854.8,470,MASTERCARD
270,5/4/2025,1157,2000,401,0.0,1938.62,380,VISA
271,5/4/2025,1065,2027,402,3.0,775.83,120,AMEX
272,5/4/2025,1028,2099,403,1.0,3490.13,650,Discover
273,5/4/2025,1077,2015,401,1.0,1822.42,130,MASTERCARD
274,5/4/2025,1107,2081,404,0.0,2238.66,0,AMEX
275,5/4/2025,1028,2063,401,1.0,994.43,410,MASTERCARD
276,5/4/2025,1183,2018,403,3.0,2711.3,450,AMEX
277,5/4/2025,1000,2078,403,1.0,0,435,MASTERCARD
278,5/4/2025,1146,2053,402,0.0,1220.3,165,VISA
279,5/4/2025,1134,2046,401,0.0,33.43,275,VISA
280,5/4/2025,1099,2060,401,3.0,1633.52,200,MASTERCARD
281,5/4/2025,1095,2032,401,2.0,1512.96,390,Discover
282,5/4/2025,1017,2044,402,0.0,207.58,310,VISA
283,5/4/2025,1197,2074,403,1.0,593.55,0,MASTERCARD
284,5/4/2025,1011,2045,403,1.0,842.78,125,VISA
285,5/4/2025,1199,2087,404,3.0,159.32,430,AMEX
286,5/4/2025,1161,2023,402,0.0,939.54,300,AMEX
287,5/4/2025,1183,2099,404,0.0,1292.64,350,Discover
288,5/4/2025,1075,2025,401,1.0,0,455,AMEX
289,5/4/2025,1010,2040,403,3.0,138.16,655,Discover
290,5/4/2025,1139,2060,403,0.0,1225.14,120,MASTERCARD
291,5/4/2025,1192,2082,402,2.0,213.28,355,AMEX
292,5/4/2025,1091,2099,401,2.0,1034.11,0,Discover
293,5/4/2025,1069,2015,403,3.0,2699.88,120,MASTERCARD
294,5/4/2025,1102,2095,404,3.0,1472.37,100,Discover
295,5/4/2025,1086,2023,404,3.0,3758.16,355,AMEX
296,5/4/2025,1094,2066,403,0.0,1032.12,685,MASTERCARD
297,5/4/2025,1186,2054,401,3.0,0,0,VISA
298,5/4/2025,1154,2023,403,2.0,751.63,0,AMEX
299,5/4/2025,1026,2010,403,2.0,62.27,130,MASTERCARD
300,5/4/2025,1078,2057,404,1.0,393.28,140,MASTERCARD
301,5/4/2025,1176,2056,403,3.0,524.72,670,MASTERCARD
302,5/4/2025,1010,2093,403,3.0,0,365,Discover
303,5/4/2025,1070,2081,401,0.0,1492.44,310,AMEX
304,5/4/2025,1171,2081,404,2.0,596.98,310,AMEX
305,5/4/2025,1131,2095,402,0.0,1472.37,450,Discover
306,5/4/2025,1036,2077,404,0.0,1123.66,425,MASTERCARD
307,5/4/2025,1032,2008,402,2.0,106.54,416,MASTERCARD
308,5/4/2025,1092,2049,401,1.0,0,825,VISA
309,5/4/2025,1173,2057,403,2.0,349.58,625,MASTERCARD
310,5/4/2025,1113,2097,401,1.0,757.89,355,Discover
311,5/4/2025,1135,2046,404,2.0,80.23,340,VISA
312,5/4/2025,1166,2035,402,0.0,899.99,265,Discover
313,5/4/2025,1006,2094,402,3.0,1480.05,165,Discover
314,5/4/2025,1132,2049,401,2.0,1503.74,0,VISA
315,5/4/2025,1198,2033,404,1.0,2257.88,0,Discover
316,5/4/2025,1156,2036,404,1.0,784.73,470,Discover
317,5/4/2025,1031,2017,401,3.0,0,380,MASTERCARD
318,5/4/2025,1044,2091,404,0.0,1811.58,120,Discover
319,5/4/2025,1174,2040,403,0.0,34.54,650,Discover
320,5/4/2025,1140,2069,403,2.0,557.74,130,MASTERCARD
321,5/4/2025,1040,2091,402,2.0,724.63,0,Discover
322,5/4/2025,1130,2028,401,1.0,574.15,410,AMEX
323,5/4/2025,1035,2030,404,0.0,339.94,450,Discover
324,5/4/2025,1092,2070,403,3.0,102.54,435,MASTERCARD
325,5/4/2025,1141,2016,401,0.0,0,165,MASTERCARD
326,5/4/2025,1079,2050,404,3.0,186.78,275,VISA
327,5/4/2025,1196,2052,401,1.0,2632.54,200,VISA
328,5/4/2025,1081,2082,401,3.0,1066.4,390,AMEX
329,5/4/2025,1119,2087,403,1.0,0,310,AMEX
330,5/4/2025,1199,2070,402,1.0,30.76,0,MASTERCARD
331,5/4/2025,1110,2064,401,0.0,0,125,MASTERCARD
332,5/4/2025,1132,2019,403,1.0,1681.07,430,AMEX
333,5/4/2025,1041,2041,402,2.0,643.37,300,Discover
334,5/4/2025,1132,2036,401,2.0,348.77,350,Discover
335,5/4/2025,1050,2081,403,1.0,2686.39,455,AMEX
336,5/4/2025,1160,2038,401,1.0,0,655,Discover
337,5/4/2025,1151,2074,402,1.0,1187.1,120,MASTERCARD
338,5/4/2025,1168,2079,403,0.0,1901.08,355,MASTERCARD
339,5/4/2025,1007,2010,401,2.0,62.27,0,MASTERCARD
340,5/4/2025,1166,2026,404,0.0,0,120,AMEX
341,5/4/2025,1127,2080,403,2.0,1997.42,100,MASTERCARD
342,5/4/2025,1123,2031,404,2.0,1356.72,355,Discover
343,5/4/2025,1116,2009,401,1.0,119.36,685,MASTERCARD
344,5/4/2025,1112,2053,404,3.0,0,0,VISA
345,5/4/2025,1052,2043,402,2.0,698.76,0,Discover
346,5/4/2025,1183,2040,403,3.0,103.62,130,Discover
347,5/4/2025,1033,2097,403,0.0,4210.5,140,Discover
348,5/4/2025,1081,2030,404,0.0,339.94,670,Discover
349,5/4/2025,1068,2057,402,1.0,1179.85,365,MASTERCARD
350,5/4/2025,1024,2006,403,3.0,594,310,MASTERCARD
351,5/4/2025,1157,2053,402,1.0,1098.27,470,VISA
352,5/4/2025,1083,2073,403,1.0,2247.44,380,MASTERCARD
353,5/4/2025,1195,2020,404,3.0,1879.15,120,AMEX
354,5/4/2025,1127,2039,404,0.0,1952.88,650,Discover
355,5/4/2025,1023,2050,404,1.0,0,130,VISA
356,5/4/2025,1055,2074,403,0.0,1978.5,0,MASTERCARD
357,5/4/2025,1012,2036,404,3.0,653.94,410,Discover
358,5/4/2025,1073,2068,401,0.0,2460.72,450,MASTERCARD
359,5/4/2025,1110,2017,403,2.0,370.96,435,MASTERCARD
360,5/4/2025,1195,2051,403,0.0,117.32,165,VISA
361,5/4/2025,1102,2006,402,2.0,792,275,MASTERCARD
362,5/4/2025,1141,2036,401,3.0,871.92,200,Discover
363,5/4/2025,1129,2057,403,0.0,1747.92,390,MASTERCARD
364,5/4/2025,1032,2012,404,2.0,997.1,310,MASTERCARD
365,5/4/2025,1086,2071,403,1.0,553.64,0,MASTERCARD
366,5/4/2025,1050,2077,404,0.0,561.83,125,MASTERCARD
367,5/4/2025,1011,2004,402,2.0,0,430,VISA
368,5/4/2025,1121,2066,404,1.0,0,300,MASTERCARD
369,5/4/2025,1155,2065,402,2.0,1128.82,350,MASTERCARD
370,5/4/2025,1156,2040,402,3.0,138.16,455,Discover
371,5/4/2025,1157,2094,403,2.0,1578.72,655,Discover
372,5/4/2025,1129,2065,404,2.0,752.54,120,MASTERCARD
373,5/4/2025,1121,2002,403,2.0,2771.2,355,VISA
374,5/4/2025,1172,2014,404,2.0,197.04,0,MASTERCARD
375,5/4/2025,1185,2088,401,3.0,2128.05,120,AMEX
376,5/4/2025,1067,2083,402,0.0,0,100,AMEX
377,5/4/2025,1149,2061,402,3.0,1199.52,355,MASTERCARD
378,5/4/2025,1037,2087,402,0.0,318.64,685,AMEX
379,5/4/2025,1146,2089,401,1.0,744.34,0,Discover
380,5/4/2025,1004,2056,403,3.0,2098.88,0,MASTERCARD
381,5/4/2025,1038,2052,402,3.0,2193.78,130,VISA
382,5/4/2025,1128,2099,404,0.0,3877.92,140,Discover
383,5/4/2025,1180,2017,402,2.0,741.92,670,AMEX
384,5/4/2025,1169,2061,404,2.0,319.87,365,MASTERCARD
385,5/4/2025,1044,2058,403,2.0,1066.8,310,MASTERCARD
386,5/4/2025,1173,2098,403,3.0,3631.44,630,Discover
387,5/4/2025,1049,2031,403,2.0,1356.72,520,Discover
388,5/4/2025,1057,2038,403,1.0,2501.58,130,Discover
389,5/4/2025,1176,2090,404,2.0,343.87,450,Discover
390,5/4/2025,1122,2044,403,2.0,166.06,425,VISA
391,5/4/2025,1031,2073,404,3.0,1498.29,710,MASTERCARD
392,5/4/2025,1088,2098,402,2.0,726.29,620,Discover
393,5/4/2025,1010,2036,401,2.0,348.77,555,Discover
394,5/4/2025,1113,2083,403,3.0,3072.64,425,AMEX
395,5/4/2025,1054,2025,403,2.0,671.09,900,AMEX
396,5/4/2025,1035,2013,402,1.0,1683.65,360,MASTERCARD
397,5/4/2025,1012,2085,402,1.0,217.94,410,AMEX
398,5/4/2025,1013,2012,404,2.0,1994.21,260,MASTERCARD
399,5/4/2025,1183,2060,401,1.0,367.54,350,MASTERCARD
400,5/4/2025,1001,2070,402,3.0,102.54,510,MASTERCARD
401,5/4/2025,1167,2060,404,1.0,735.08,700,MASTERCARD
402,5/4/2025,1193,2036,403,2.0,348.77,450,Discover
403,5/4/2025,1165,2007,401,1.0,0,550,MASTERCARD
404,5/4/2025,1136,2094,401,1.0,1776.06,320,Discover
405,5/4/2025,1106,2022,401,3.0,671.18,120,AMEX
406,5/4/2025,1126,2023,403,0.0,0,100,AMEX
407,5/4/2025,1002,2038,401,2.0,1482.42,600,Discover
408,5/4/2025,1072,2058,404,1.0,1200.15,250,MASTERCARD
409,5/4/2025,1129,2059,403,1.0,1382.54,820,MASTERCARD
410,5/4/2025,1028,2042,402,3.0,502.83,160,Discover
411,5/4/2025,1165,2032,402,0.0,0,340,Discover
412,5/4/2025,1188,2043,403,1.0,1572.21,360,Discover
413,5/4/2025,1044,2078,404,3.0,426.03,450,MASTERCARD
414,5/4/2025,1131,2041,401,3.0,3216.84,650,Discover
415,5/4/2025,1171,2012,402,1.0,1121.74,750,MASTERCARD
416,5/4/2025,1122,2041,402,0.0,1608.42,200,Discover
417,5/4/2025,1066,2049,402,3.0,0,350,VISA
418,5/4/2025,1192,2034,403,2.0,326.81,150,Discover
419,5/4/2025,1149,2092,401,2.0,1157.3,840,Discover
420,5/4/2025,1167,2046,402,0.0,133.72,410,VISA
421,5/4/2025,1170,2015,404,2.0,0,350,MASTERCARD
422,5/4/2025,1040,2051,403,0.0,469.28,0,VISA
423,5/4/2025,1163,2037,403,1.0,0,450,Discover
